4,0202
4,0095
3,9773
3,9987
3,9891
4,0000
4,0284
4,0200
4,0167
4,0273
4,0139
4,0071
4,0608
4,0643
4,0667
4,1373
4,2413
4,1681
4,1865
4,1563
4,1385
4,0887
4,1286
4,1060
4,1486
4,1718
4,1668
4,1489
4,1681
4,1332
4,1425
4,1556
4,1705
4,1453
4,1422
4,1496
4,1874
4,2036
4,1849
4,1937
4,1793
4,1965
4,2083
4,2741
4,3126
4,3133
4,2813
4,2977
4,3412
4,3653
4,3693
4,3980
4,3077
4,3504
4,3138
4,3283
4,3124
4,3091
4,3346
4,3518
4,3286
4,3542
4,3701
4,4052
4,4518
4,4158
4,3632
4,3648
4,3231
4,3428
4,2981
4,2581
4,2703
4,2398
4,2453
4,2933
4,2767
4,2631
4,2735
4,2635
4,2930
4,2769
4,2735
4,2792
4,2755
4,2626
4,2465
4,2613
4,3130
4,2953
4,3351
4,3400
4,3270
4,3203
4,3300
4,3129
4,3448
4,3226
4,3809
4,3254
4,3508
4,3460
4,3668
4,3573
4,3849
4,3915
4,3840
4,4137
4,4428
4,4604
4,4369
4,3927
4,4371
4,4390
4,4527
4,4418
4,4257
4,4098
4,3790
4,4334
4,4167
4,4728
4,4667
4,4579
4,4896
4,4570
4,4430
4,4267
4,4370
4,4649
4,4411
4,4368
4,4560
4,4529
4,4498
4,4402
4,4443
4,4397
4,4885
4,4745
4,4733
4,4518
4,4591
4,4191
4,4175
4,4258
4,4099
4,3765
4,3879
4,3521
4,3786
4,3628
4,3810
4,3710
4,3630
4,3640
4,3698
4,3721
4,3852
4,3701
4,3676
4,3717
4,3530
4,3684
4,3643
4,3645
4,3614
4,3510
4,3588
4,3603
4,3508
4,3617
4,3623
4,4090
4,4315
4,4278
4,4392
4,4334
4,4357
4,4403
4,4766
4,5148
4,5326
4,4995
4,5180
4,4976
4,4918
4,5067
4,5451
4,5504
4,6435
4,5685
4,5733
4,5467
4,5372
4,5624
4,5523
4,5108
4,5343
4,5084
4,5258
4,5592
4,6057
4,6021
4,6156
4,5913
4,6127
4,6469
4,6487
4,6595
4,6577
4,6518
4,6572
4,6826
4,6566
4,6249
4,5812
4,6068
4,5835
4,5873
4,5892
4,5832
4,5726
4,5748
4,5869
4,6143
4,6223
4,6514
4,6516
4,6468
4,6568
4,6662
4,7127
4,6494
4,6692
4,6636
4,6337
4,6318
4,6518
4,6708
4,6529
4,6465
4,6573
4,6565
4,6344
4,6350
4,6566
4,6479
4,6477
4,6483
4,6560
4,6699
4,7007
4,7170
4,7170
4,7089
4,6904
4,6704
4,6808
4,6634
4,6913
4,6977
4,7053
4,7335
4,7339
4,7247
4,7157
4,7358
4,7255
4,7089
4,6925
4,7004
4,7226
4,7364
4,7458
4,7614
4,7743
4,8112
4,7807
4,8257
4,8441
4,8475
4,8298
4,8538
4,8468
4,8628
4,8542
4,8663
4,8840
4,8876
4,9060
4,8955
4,8695
4,8837
4,8366
4,8746
4,9149
4,8688
4,8467
4,8199
4,8261
4,8150
4,7971
4,7537
4,7744
4,7646
4,7398
4,7193
4,7286
4,7405
4,7343
4,7230
4,7016
4,7020
4,7043
4,7585
4,7324
4,7386
4,7455
4,7528
4,7509
4,7194
4,7273
4,7181
4,7397
4,7289
4,7333
4,7441
4,8139
4,7894
4,7759
4,7744
4,7436
4,7497
4,7648
4,7595
4,7690
4,7805
4,7981
4,8122
4,7805
4,7463
4,7693
4,7454
4,7538
4,7474
4,7618
4,7851
4,7593
4,7857
4,7530
4,7098
4,6921
4,6939
4,6649
4,6426
4,6721
4,6555
4,6648
4,6509
4,6507
4,6600
4,6513
4,6500
4,6573
